ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2000,2000-09-03,1,22.138,ARI,@,NYG,L 16-21,,
2,2000,2000-10-15,6,22.180,ARI,,PHI,L 14-33,,
3,2000,2000-10-22,7,22.187,ARI,@,DAL,L 7-48,,
4,2000,2000-11-05,9,22.201,ARI,,WAS,W 16-15,,1.0
5,2000,2000-11-12,10,22.208,ARI,@,MIN,L 14-31,,
6,2000,2000-11-19,11,22.215,ARI,@,PHI,L 9-34,,
7,2000,2000-11-26,12,22.222,ARI,,NYG,L 7-31,,
8,2000,2000-12-10,14,22.236,ARI,@,JAX,L 10-44,,
9,2000,2000-12-17,15,22.243,ARI,,BAL,L 7-13,,
10,2000,2000-12-24,16,22.250,ARI,@,WAS,L 3-20,,
11,2001,2001-09-23,1,23.158,ARI,,DEN,L 17-38,*,
12,2001,2001-09-30,2,23.165,ARI,,ATL,L 14-34,*,
13,2001,2001-10-07,3,23.172,ARI,@,PHI,W 21-20,*,
14,2001,2001-10-14,4,23.179,ARI,@,CHI,L 13-20,*,
15,2001,2001-10-21,5,23.186,ARI,,KAN,W 24-16,,
16,2001,2001-10-28,6,23.193,ARI,@,DAL,L 3-17,,
17,2001,2001-11-04,7,23.200,ARI,,PHI,L 7-21,,
18,2001,2001-11-11,8,23.207,ARI,,NYG,L 10-17,,
19,2001,2001-11-25,10,23.221,ARI,@,SDG,W 20-17,,
20,2001,2001-12-02,11,23.228,ARI,@,OAK,W 34-31,*,
21,2001,2001-12-09,12,23.235,ARI,,WAS,L 10-20,,
22,2001,2001-12-30,15,23.256,ARI,@,CAR,W 30-7,,
23,2001,2002-01-06,16,23.263,ARI,@,WAS,L 17-20,,
