ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2016,2016-09-11,1,24.003,CHI,@,HOU,L 14-23,*,,0,0,0.5,2,4
2,2016,2016-09-19,2,24.011,CHI,,PHI,L 14-29,*,,0,0,0.0,2,0
3,2016,2016-09-25,3,24.017,CHI,@,DAL,L 17-31,*,,0,0,0.0,4,1
4,2016,2016-10-02,4,24.024,CHI,,DET,W 17-14,*,,0,0,0.0,0,0
5,2016,2016-10-20,7,24.042,CHI,@,GNB,L 10-26,*,,1,6,2.0,2,1
6,2016,2016-10-31,8,24.053,CHI,,MIN,W 20-10,*,,0,0,1.0,2,0
7,2016,2016-11-13,9,24.066,CHI,@,TAM,L 10-36,*,,0,0,1.5,3,2
8,2016,2016-11-20,10,24.073,CHI,@,NYG,L 16-22,*,,0,0,0.0,1,1
9,2016,2016-12-04,12,24.087,CHI,,SFO,W 26-6,*,1,0,2,2.0,4,0
10,2016,2016-12-11,13,24.094,CHI,@,DET,L 17-20,*,,0,0,0.0,2,1
11,2016,2016-12-18,14,24.101,CHI,,GNB,L 27-30,*,,0,0,0.0,0,0
12,2016,2016-12-24,15,24.107,CHI,,WAS,L 21-41,*,,0,0,0.0,1,0
13,2017,2017-09-10,1,25.002,CHI,,ATL,L 17-23,*,,0,0,0.0,3,2
14,2017,2017-09-17,2,25.009,CHI,@,TAM,L 7-29,*,,0,0,0.0,0,2
15,2017,2017-09-24,3,25.016,CHI,,PIT,W 23-17,*,,0,0,0.0,0,1
16,2017,2017-09-28,4,25.020,CHI,@,GNB,L 14-35,*,,0,0,1.0,3,0
17,2017,2017-10-09,5,25.031,CHI,,MIN,L 17-20,*,1,0,2,2.0,6,0
18,2017,2017-10-15,6,25.037,CHI,@,BAL,W 27-24,*,,0,0,0.0,0,2
19,2017,2017-10-22,7,25.044,CHI,,CAR,W 17-3,*,,0,0,1.0,3,1
20,2017,2017-10-29,8,25.051,CHI,@,NOR,L 12-20,*,,0,0,0.0,1,1
21,2017,2017-11-12,9,25.065,CHI,,GNB,L 16-23,*,,0,0,0.5,3,1
22,2017,2017-11-19,10,25.072,CHI,,DET,L 24-27,*,,0,0,0.0,5,0
23,2018,2018-09-09,1,26.001,CHI,@,GNB,L 23-24,*,,0,0,0.0,1,1
24,2018,2018-09-17,2,26.009,CHI,,SEA,W 24-17,*,,0,0,0.0,3,0
25,2018,2018-09-23,3,26.015,CHI,@,ARI,W 16-14,*,,0,0,0.0,0,1
