ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-09-11,1,23.331,NYJ,,CIN,L 22-23,,0,0,0,,0,0.0%,,0,0
2,2016,2016-09-15,2,23.335,NYJ,@,BUF,W 37-31,,0,0,0,,0,0.0%,,0,0
3,2016,2016-09-25,3,23.345,NYJ,@,KAN,L 3-24,,0,0,0,,0,0.0%,,0,0
4,2016,2016-10-02,4,23.352,NYJ,,SEA,L 17-27,,3,3,30,10.00,0,100.0%,10.00,1,6
5,2016,2016-10-09,5,23.359,NYJ,@,PIT,L 13-31,,1,1,6,6.00,0,100.0%,6.00,0,0
6,2016,2016-10-17,6,24.001,NYJ,@,ARI,L 3-28,,10,5,43,8.60,0,50.0%,4.30,0,0
7,2016,2016-10-23,7,24.007,NYJ,,BAL,W 24-16,,2,1,8,8.00,0,50.0%,4.00,0,0
8,2016,2016-10-30,8,24.014,NYJ,@,CLE,W 31-28,,1,1,13,13.00,0,100.0%,13.00,0,0
9,2016,2016-11-06,9,24.021,NYJ,@,MIA,L 23-27,*,0,0,0,,0,0.0%,,0,0
10,2016,2016-11-13,10,24.028,NYJ,,LAR,L 6-9,,2,2,9,4.50,0,100.0%,4.50,0,0
11,2016,2016-12-05,12,24.050,NYJ,,IND,L 10-41,,2,0,0,,0,0.0%,0.00,0,0
12,2016,2016-12-11,13,24.056,NYJ,@,SFO,W 23-17,,2,1,10,10.00,0,50.0%,5.00,0,0
13,2016,2016-12-17,14,24.062,NYJ,,MIA,L 13-34,,4,2,18,9.00,0,50.0%,4.50,0,0
14,2016,2016-12-24,15,24.069,NYJ,@,NWE,L 3-41,,3,1,27,27.00,0,33.3%,9.00,0,0
15,2016,2017-01-01,16,24.077,NYJ,,BUF,W 30-10,,5,2,22,11.00,0,40.0%,4.40,0,0
16,2017,2017-09-10,1,24.329,NYJ,@,BUF,L 12-21,,0,0,0,,0,0.0%,,0,0
17,2017,2017-09-17,2,24.336,NYJ,@,OAK,L 20-45,,1,1,3,3.00,0,100.0%,3.00,0,0
18,2017,2017-09-24,3,24.343,NYJ,,MIA,W 20-6,,0,0,0,,0,0.0%,,0,0
19,2018,2018-09-10,1,25.329,NYJ,@,DET,W 48-17,,0,0,0,,0,0.0%,,0,0
20,2018,2018-09-16,2,25.335,NYJ,,MIA,L 12-20,,0,0,0,,0,0.0%,,0,0
21,2018,2018-09-20,3,25.339,NYJ,@,CLE,L 17-21,,0,0,0,,0,0.0%,,0,0
